code,designation,prix,type_article,nature,classe,ville
2DE_5775,"PHYSIQUE, CHIMIE : L’EXCELLENCE EN PHYSIQUE-CHIMIE (NMI)",6000,manuel,Homologué,2de AC,
2DE_6790,Philosophie : L’excellence En Philosophie (NMI),4000,manuel,Homologué,2de AC,
2DE_7191,Poèmes Sauvages Éclairés Au Feu De Brousse (les Classiques Iv),1700,manuel,Homologué,2de AC,
2DE_7871,SVTEEHB (CLE),5000,manuel,Homologué,2de AC,
2DE_4680,TARTUFFE (BELLES LETTRES),2000,manuel,Homologué,2de AC,
2DE_3781,Anglais: INTERACTIONS IN ENGLISH (CAMBRIDGE),5000,manuel,Homologué,2de C & E,
2DE_9441,Education À La Citoyenneté : EDUCATION A LA CITOYENNETE ET A LA MORALE (MONDOUX),3000,manuel,Homologué,2de C & E,
2DE_6726,HISTOIRE : Le Monde. De La Préhistoire Au Moyen-âge (CLE),4000,manuel,Homologué,2de C & E,
2DE_2014,Informatique : L’EXCELLENCE EN INFORMATIQUE (NMI),3100,manuel,Homologué,2de C & E,
2DE_3762,Langue Française : Langue Et Méthode Au 2nd Cycle (afric’educ),5000,manuel,Homologué,2de C & E,
2DE_7745,Les Tribus De Capitoline (CLE),3000,manuel,Homologué,2de C & E,
2DE_4547,Mathématiques : L’EXCELLENCE EN MATHEMATIQUES (NMI),5500,manuel,Homologué,2de C & E,
2DE_6790,Philosophie : L’excellence En Philosophie (NMI),4000,manuel,Homologué,2de C & E,
2DE_5139,"Physique, Chimie : L’EXCELLENCE EN PHYSIQUE-CHIMIE (NMI)",6000,manuel,Homologué,2de C & E,
2DE_7191,Poèmes Sauvages Éclairés Au Feu De Brousse (les Classiques Iv),1700,manuel,Homologué,2de C & E,
2DE_7871,SVTEEHB (CLE),5000,manuel,Homologué,2de C & E,
2DE_4680,TARTUFFE (BELLES LETTRES),2000,manuel,Homologué,2de C & E,
1RE_939,AU CŒUR DES TENEBRES (ECLOSION),1900,manuel,Homologué,1re A4 & SES (ALL),
1RE_939,AU CŒUR DES TENEBRES (ECLOSION),1900,manuel,Homologué,1re A4 & SES (ALL),
1RE_1467,Allemand: Deutsch In Africa (ABID),5000,manuel,Homologué,1re A4 & SES (ALL),
1RE_3781,Anglais: INTERACTIONS IN ENGLISH (CAMBRIDGE),4500,manuel,Homologué,1re A4 & SES (ALL),
1RE_3781,Anglais: INTERACTIONS IN ENGLISH (CAMBRIDGE),4500,manuel,Homologué,1re A4 & SES (ALL),
1RE_2154,Balafon (CLE),1800,manuel,Homologué,1re A4 & SES (ALL),
1RE_2154,Balafon (CLE),1800,manuel,Homologué,1re A4 & SES (ALL),
1RE_2222,Education À La Citoyenneté 1ère S (mondoux),3000,manuel,Homologué,1re A4 & SES (ALL),
1RE_5484,HISTOIRE : Le Monde. De La Fin Du Xvie Siècle À 1939 (CLE),4500,manuel,Homologué,1re A4 & SES (ALL),
1RE_587,"Informatique : A La Conquête De L’informatique, 1ères ENSG Et ENSG Technique (R.LUSTRAL)",3400,manuel,Homologué,1re A4 & SES (ALL),
1RE_6332,LE LION ET LA PERLE(CLE),1700,manuel,Homologué,1re A4 & SES (ALL),
1RE_6332,LE LION ET LA PERLE(CLE),1700,manuel,Homologué,1re A4 & SES (ALL),
1RE_3762,Langue Française : Langue Et Méthode Au 2nd Cycle (afric’educ),5000,manuel,Homologué,1re A4 & SES (ALL),
1RE_4759,Mathématiques : Majors En Mathématiques (ASVA),3500,manuel,Homologué,1re A4 & SES (ALL),
1RE_7201,PHILOSOPHIE. 1ERES LITTERAIRES (mondoux),4500,manuel,Homologué,1re A4 & SES (ALL),
1RE_7201,PHILOSOPHIE. 1ERES LITTERAIRES (mondoux),4500,manuel,Homologué,1re A4 & SES (ALL),
1RE_9326,Sciences : Sciences (CLE),5000,manuel,Homologué,1re A4 & SES (ALL),
1RE_4624,Chinois : BONJOUR CAMEROUN 4 (D/L),3500,manuel,Homologué,1re A4 & SES (CHINOIS),
1RE_2222,Education À La Citoyenneté 1ère S (mondoux),3000,manuel,Homologué,1re A4 & SES (CHINOIS),
1RE_5484,HISTOIRE : Le Monde. De La Fin Du Xvie Siècle À 1939 (CLE),4500,manuel,Homologué,1re A4 & SES (CHINOIS),
1RE_4188,"Informatique : A La Conquête De L’informatique, 1ères ENSG Et ENSG Technique (R. LUSTRAL)",3400,manuel,Homologué,1re A4 & SES (CHINOIS),
1RE_4759,Mathématiques : Majors En Mathématiques (ASVA),3500,manuel,Homologué,1re A4 & SES (CHINOIS),
1RE_9326,Sciences : Sciences (CLE),5000,manuel,Homologué,1re A4 & SES (CHINOIS),
1RE_939,AU CŒUR DES TENEBRES (ECLOSION),1900,manuel,Homologué,1re A4 & SES (ESP),
1RE_3781,Anglais: INTERACTIONS IN ENGLISH (CAMBRIDGE),4500,manuel,Homologué,1re A4 & SES (ESP),
1RE_2154,Balafon (CLE),1800,manuel,Homologué,1re A4 & SES (ESP),
1RE_2222,Education À La Citoyenneté 1ère S (mondoux),3000,manuel,Homologué,1re A4 & SES (ESP),
1RE_1811,Espagnole : NUEVA DIDACTICA DEL ESPANOL IV (HABIBI),5900,manuel,Homologué,1re A4 & SES (ESP),
1RE_5484,HISTOIRE : Le Monde. De La Fin Du Xvie Siècle À 1939 (CLE),4500,manuel,Homologué,1re A4 & SES (ESP),
1RE_587,"Informatique : A La Conquête De L’informatique, 1ères ENSG Et ENSG Technique (R.LUSTRAL)",3400,manuel,Homologué,1re A4 & SES (ESP),
1RE_6332,LE LION ET LA PERLE(CLE),1700,manuel,Homologué,1re A4 & SES (ESP),
1RE_3762,Langue Française : Langue Et Méthode Au 2nd Cycle (afric’educ),5000,manuel,Homologué,1re A4 & SES (ESP),
1RE_3762,Langue Française : Langue Et Méthode Au 2nd Cycle (afric’educ),5000,manuel,Homologué,1re A4 & SES (ESP),
1RE_4759,Mathématiques : Majors En Mathématiques (ASVA),3500,manuel,Homologué,1re A4 & SES (ESP),
1RE_7201,PHILOSOPHIE. 1ERES LITTERAIRES (mondoux),4500,manuel,Homologué,1re A4 & SES (ESP),
1RE_9326,Sciences : Sciences (CLE),5000,manuel,Homologué,1re A4 & SES (ESP),
1RE_939,AU CŒUR DES TENEBRES (ECLOSION),1900,manuel,Homologué,1re C & E,
1RE_3781,Anglais: INTERACTIONS IN ENGLISH (CAMBRIDGE),4500,manuel,Homologué,1re C & E,
1RE_2154,Balafon (CLE),1800,manuel,Homologué,1re C & E,
1RE_2895,Chimie : L’excellence En Chimie (NMI),4500,manuel,Homologué,1re C & E,
1RE_2222,Education À La Citoyenneté 1ère S (mondoux),3000,manuel,Homologué,1re C & E,
1RE_5484,HISTOIRE : Le Monde. De La Fin Du Xvie Siècle À 1939 (CLE),4500,manuel,Homologué,1re C & E,
1RE_7278,Informatique : A La Conquête De L’informatique (R. LUSTRAL),3600,manuel,Homologué,1re C & E,
1RE_6332,LE LION ET LA PERLE(CLE),1700,manuel,Homologué,1re C & E,
1RE_3762,Langue Française : Langue Et Méthode Au 2nd Cycle (afric’educ),5000,manuel,Homologué,1re C & E,
1RE_7670,Mathématiques : L’excellence En Mathématiques (NMI),6500,manuel,Homologué,1re C & E,
1RE_9678,PHILOSOPHIE. 1ERE SCIENTIFIQUE (mondoux),3000,manuel,Homologué,1re C & E,
1RE_1565,Physique : L’excellence En Physique 1ère C Et D (NMI),5000,manuel,Homologué,1re C & E,
1RE_7510,SVTEEHB : L’excellence En SVTEEHB 1ère C/TI/E (NMI),6500,manuel,Homologué,1re C & E,
1RE_939,AU CŒUR DES TENEBRES (ECLOSION),1900,manuel,Homologué,1re D & TI,
1RE_3781,Anglais: INTERACTIONS IN ENGLISH (CAMBRIDGE),4500,manuel,Homologué,1re D & TI,
1RE_2154,Balafon (CLE),1800,manuel,Homologué,1re D & TI,
1RE_2895,Chimie : L’excellence En Chimie (NMI),4500,manuel,Homologué,1re D & TI,
1RE_2222,Education À La Citoyenneté 1ère S (mondoux),3000,manuel,Homologué,1re D & TI,
1RE_5484,HISTOIRE : Le Monde. De La Fin Du Xvie Siècle À 1939 (CLE),4500,manuel,Homologué,1re D & TI,
1RE_7278,Informatique : A La Conquête De L’informatique (R. LUSTRAL),3600,manuel,Homologué,1re D & TI,
1RE_6332,LE LION ET LA PERLE(CLE),1700,manuel,Homologué,1re D & TI,
1RE_3762,Langue Française : Langue Et Méthode Au 2nd Cycle (afric’educ),5000,manuel,Homologué,1re D & TI,
1RE_1894,Mathématiques : Mathématiques 1ère D Et TI (CEPER),5500,manuel,Homologué,1re D & TI,
1RE_414,PHILOSOPHIE. 1ERES SCIENTIFIQUE (mondoux),3000,manuel,Homologué,1re D & TI,
1RE_1565,Physique : L’excellence En Physique 1ère C Et D (NMI),5000,manuel,Homologué,1re D & TI,
1RE_9933,SVTEEHB : SVTEEHB (CLE),6500,manuel,Homologué,1re D & TI,
TLE_4730,Allemand : IHR Und WIR Plus 4 (HUEBER),5000,manuel,Homologué,Tle A4 (ALL),
TLE_8084,Anglais: INTERACTION IN ENGLISH (CAMBRIDGE),5000,manuel,Homologué,Tle A4 (ALL),
TLE_3274,De La Médiocrité À L’excellence (CLE),3000,manuel,Homologué,Tle A4 (ALL),
TLE_2042,Education À La Citoyenneté : Emergeons En Éducation À La Citoyenneté (MONDOUX),3900,manuel,Homologué,Tle A4 (ALL),
TLE_8314,Essai Sur La Problématique Philosophique En Afrique (CLE),1800,manuel,Homologué,Tle A4 (ALL),
TLE_533,HISTOIRE Tles (CAMBRIDGE),5000,manuel,Homologué,Tle A4 (ALL),
TLE_2700,"Informatique : A La Conquête De L’informatique, Niveau 7 (R. LUSTRAL)",3500,manuel,Homologué,Tle A4 (ALL),
TLE_9743,LE VIEUX NEGRE ET LA MEDAILLE (EDICEF),2500,manuel,Homologué,Tle A4 (ALL),
TLE_3762,Langue Française : Langue Et Méthode Au 2nd Cycle (afric’educ),5000,manuel,Homologué,Tle A4 (ALL),
TLE_4759,Mathématiques : Majors En Mathématiques (ASVA),3900,manuel,Homologué,Tle A4 (ALL),
TLE_9698,Ngum A Jemea. La Foi Inébranlable De Rudolf Dualla Manga Bell (CICD),3000,manuel,Homologué,Tle A4 (ALL),
TLE_9913,Philosophie : Emergeons En Philosophie. Tles Littéraires (MONDOUX),7800,manuel,Homologué,Tle A4 (ALL),
TLE_6067,STANCES ET POEMES SUIVI DE LES EPREUVES (ECLOSION),1900,manuel,Homologué,Tle A4 (ALL),
TLE_7040,Sciences Tles Littéraires : L’excellence En Sciences (NMI),4000,manuel,Homologué,Tle A4 (ALL),
TLE_8084,Anglais: INTERACTION IN ENGLISH (CAMBRIDGE),5000,manuel,Homologué,Tle A4 (CHINOIS),
TLE_9229,Chinois : BONJOUR CAMEOUN 4 (d/l),3500,manuel,Homologué,Tle A4 (CHINOIS),
TLE_3274,De La Médiocrité À L’excellence (CLE),3000,manuel,Homologué,Tle A4 (CHINOIS),
TLE_2042,Education À La Citoyenneté : Emergeons En Éducation À La Citoyenneté (MONDOUX),3900,manuel,Homologué,Tle A4 (CHINOIS),
TLE_8314,Essai Sur La Problématique Philosophique En Afrique (CLE),1800,manuel,Homologué,Tle A4 (CHINOIS),
TLE_533,HISTOIRE Tles (CAMBRIDGE),5000,manuel,Homologué,Tle A4 (CHINOIS),
TLE_2700,"Informatique : A La Conquête De L’informatique, Niveau 7 (R. LUSTRAL)",3500,manuel,Homologué,Tle A4 (CHINOIS),
TLE_9743,LE VIEUX NEGRE ET LA MEDAILLE (EDICEF),2500,manuel,Homologué,Tle A4 (CHINOIS),
TLE_3762,Langue Française : Langue Et Méthode Au 2nd Cycle (afric’educ),5000,manuel,Homologué,Tle A4 (CHINOIS),
TLE_4759,Mathématiques : Majors En Mathématiques (ASVA),3900,manuel,Homologué,Tle A4 (CHINOIS),
TLE_9698,Ngum A Jemea. La Foi Inébranlable De Rudolf Dualla Manga Bell (CICD),3000,manuel,Homologué,Tle A4 (CHINOIS),
TLE_9913,Philosophie : Emergeons En Philosophie. Tles Littéraires (MONDOUX),7800,manuel,Homologué,Tle A4 (CHINOIS),
TLE_6067,STANCES ET POEMES SUIVI DE LES EPREUVES (ECLOSION),1900,manuel,Homologué,Tle A4 (CHINOIS),
TLE_7040,Sciences Tles Littéraires : L’excellence En Sciences (NMI),4000,manuel,Homologué,Tle A4 (CHINOIS),
TLE_8084,Anglais: INTERACTION IN ENGLISH (CAMBRIDGE),5000,manuel,Homologué,Tle A4 (ESP),
TLE_3274,De La Médiocrité À L’excellence (CLE),3000,manuel,Homologué,Tle A4 (ESP),
TLE_2042,Education À La Citoyenneté : Emergeons En Éducation À La Citoyenneté (MONDOUX),3900,manuel,Homologué,Tle A4 (ESP),
TLE_6131,Espagnole : NUEVA DIDACTICA DEL ESPANOL V (HABIBI),5000,manuel,Homologué,Tle A4 (ESP),
TLE_8314,Essai Sur La Problématique Philosophique En Afrique (CLE),1800,manuel,Homologué,Tle A4 (ESP),
TLE_533,HISTOIRE Tles (CAMBRIDGE),5000,manuel,Homologué,Tle A4 (ESP),
TLE_2700,"Informatique : A La Conquête De L’informatique, Niveau 7 (R. LUSTRAL)",3500,manuel,Homologué,Tle A4 (ESP),
TLE_9743,LE VIEUX NEGRE ET LA MEDAILLE (EDICEF),2500,manuel,Homologué,Tle A4 (ESP),
TLE_3762,Langue Française : Langue Et Méthode Au 2nd Cycle (afric’educ),5000,manuel,Homologué,Tle A4 (ESP),
TLE_4759,Mathématiques : Majors En Mathématiques (ASVA),3900,manuel,Homologué,Tle A4 (ESP),
TLE_9698,Ngum A Jemea. La Foi Inébranlable De Rudolf Dualla Manga Bell (CICD),3000,manuel,Homologué,Tle A4 (ESP),
TLE_9913,Philosophie : Emergeons En Philosophie. Tles Littéraires (MONDOUX),7800,manuel,Homologué,Tle A4 (ESP),
TLE_6067,STANCES ET POEMES SUIVI DE LES EPREUVES (ECLOSION),1900,manuel,Homologué,Tle A4 (ESP),
TLE_7040,Sciences Tles Littéraires : L’excellence En Sciences (NMI),4000,manuel,Homologué,Tle A4 (ESP),
TLE_8084,Anglais: INTERACTION IN ENGLISH (CAMBRIDGE),5000,manuel,Homologué,Tle A4 (ITALIEN),
TLE_3274,De La Médiocrité À L’excellence (CLE),3000,manuel,Homologué,Tle A4 (ITALIEN),
TLE_2042,Education À La Citoyenneté : Emergeons En Éducation À La Citoyenneté (MONDOUX),3900,manuel,Homologué,Tle A4 (ITALIEN),
TLE_8314,Essai Sur La Problématique Philosophique En Afrique (CLE),1800,manuel,Homologué,Tle A4 (ITALIEN),
TLE_533,HISTOIRE Tles (CAMBRIDGE),5000,manuel,Homologué,Tle A4 (ITALIEN),
TLE_2700,"Informatique : A La Conquête De L’informatique, Niveau 7 (R. LUSTRAL)",3500,manuel,Homologué,Tle A4 (ITALIEN),
TLE_5338,Italien : PIACERE ! NIVEAU 4/B1 (BERLIN),6000,manuel,Homologué,Tle A4 (ITALIEN),
TLE_9743,LE VIEUX NEGRE ET LA MEDAILLE (EDICEF),2500,manuel,Homologué,Tle A4 (ITALIEN),
TLE_3762,Langue Française : Langue Et Méthode Au 2nd Cycle (afric’educ),5000,manuel,Homologué,Tle A4 (ITALIEN),
TLE_4759,Mathématiques : Majors En Mathématiques (ASVA),3900,manuel,Homologué,Tle A4 (ITALIEN),
TLE_9698,Ngum A Jemea. La Foi Inébranlable De Rudolf Dualla Manga Bell (CICD),3000,manuel,Homologué,Tle A4 (ITALIEN),
TLE_9913,Philosophie : Emergeons En Philosophie. Tles Littéraires (MONDOUX),7800,manuel,Homologué,Tle A4 (ITALIEN),
TLE_6067,STANCES ET POEMES SUIVI DE LES EPREUVES (ECLOSION),1900,manuel,Homologué,Tle A4 (ITALIEN),
TLE_7040,Sciences Tles Littéraires : L’excellence En Sciences (NMI),4000,manuel,Homologué,Tle A4 (ITALIEN),
TLE_8084,Anglais: INTERACTION IN ENGLISH (CAMBRIDGE),5000,manuel,Homologué,Tle C et E,
TLE_3893,"Chimie : Chimie Terminales C, D Et E (NMI)",5500,manuel,Homologué,Tle C et E,
TLE_3274,De La Médiocrité À L’excellence (CLE),3000,manuel,Homologué,Tle C et E,
TLE_2042,Education À La Citoyenneté : Emergeons En Éducation À La Citoyenneté (MONDOUX),3900,manuel,Homologué,Tle C et E,
TLE_2617,Emergeons En Philosophie. Tles Scientifiques (MONDOUX),5000,manuel,Homologué,Tle C et E,
TLE_8314,Essai Sur La Problématique Philosophique En Afrique (CLE),1800,manuel,Homologué,Tle C et E,
TLE_533,HISTOIRE Tles (CAMBRIDGE),5000,manuel,Homologué,Tle C et E,
TLE_9743,LE VIEUX NEGRE ET LA MEDAILLE (EDICEF),2500,manuel,Homologué,Tle C et E,
TLE_3762,Langue Française : Langue Et Méthode Au 2nd Cycle (afric’educ),5000,manuel,Homologué,Tle C et E,
TLE_9269,Mathématiques : Emergeons En Mathématiques (MONDOUX),6000,manuel,Homologué,Tle C et E,
TLE_9698,Ngum A Jemea. La Foi Inébranlable De Rudolf Dualla Manga Bell (CICD),3000,manuel,Homologué,Tle C et E,
TLE_3397,"Physique (tles C, D, E Et TI) : L’excellence En Physique (NMI)",6500,manuel,Homologué,Tle C et E,
TLE_6067,STANCES ET POEMES SUIVI DE LES EPREUVES (ECLOSION),1900,manuel,Homologué,Tle C et E,
TLE_9839,"Svteehb,tle C ET TI (MONDOUX)",6500,manuel,Homologué,Tle C et E,
TLE_8084,Anglais: INTERACTION IN ENGLISH (CAMBRIDGE),5000,manuel,Homologué,Tle D et TI,
TLE_3893,"Chimie : Chimie Terminales C, D Et E (NMI)",5500,manuel,Homologué,Tle D et TI,
TLE_3274,De La Médiocrité À L’excellence (CLE),3000,manuel,Homologué,Tle D et TI,
TLE_2042,Education À La Citoyenneté : Emergeons En Éducation À La Citoyenneté (MONDOUX),3900,manuel,Homologué,Tle D et TI,
TLE_2617,Emergeons En Philosophie. Tles Scientifiques (MONDOUX),5000,manuel,Homologué,Tle D et TI,
TLE_8314,Essai Sur La Problématique Philosophique En Afrique (CLE),1800,manuel,Homologué,Tle D et TI,
TLE_533,HISTOIRE Tles (CAMBRIDGE),5000,manuel,Homologué,Tle D et TI,
TLE_4234,"Informatique C, D, E Et TI : A La Conquête De L’informatique, Niveau 7 (R. LUSTRAL)",3900,manuel,Homologué,Tle D et TI,
TLE_9743,LE VIEUX NEGRE ET LA MEDAILLE (EDICEF),2500,manuel,Homologué,Tle D et TI,
TLE_3762,Langue Française : Langue Et Méthode Au 2nd Cycle (afric’educ),5000,manuel,Homologué,Tle D et TI,
TLE_9269,Mathématiques : Emergeons En Mathématiques (MONDOUX),5500,manuel,Homologué,Tle D et TI,
TLE_9698,Ngum A Jemea. La Foi Inébranlable De Rudolf Dualla Manga Bell (CICD),3000,manuel,Homologué,Tle D et TI,
TLE_3397,"Physique (tles C, D, E Et TI) : L’excellence En Physique (NMI)",6500,manuel,Homologué,Tle D et TI,
TLE_6067,STANCES ET POEMES SUIVI DE LES EPREUVES (ECLOSION),1900,manuel,Homologué,Tle D et TI,
TLE_3643,SVTEEHB: SVTEEHB Tle D (CLE),8000,manuel,Homologué,Tle D et TI,
TLE_8084,Anglais: INTERACTION IN ENGLISH (CAMBRIDGE),5000,manuel,Homologué,Tle SES (ALL),
TLE_3274,De La Médiocrité À L’excellence (CLE),3000,manuel,Homologué,Tle SES (ALL),
TLE_2042,Education À La Citoyenneté : Emergeons En Éducation À La Citoyenneté (MONDOUX),3900,manuel,Homologué,Tle SES (ALL),
TLE_8314,Essai Sur La Problématique Philosophique En Afrique (CLE),1800,manuel,Homologué,Tle SES (ALL),
TLE_533,HISTOIRE Tles (CAMBRIDGE),5000,manuel,Homologué,Tle SES (ALL),
TLE_7738,IHR Und WIR Plus 4 (allemand) (HUEBER),5000,manuel,Homologué,Tle SES (ALL),
TLE_2700,"Informatique : A La Conquête De L’informatique, Niveau 7 (R. LUSTRAL)",3500,manuel,Homologué,Tle SES (ALL),
TLE_9743,LE VIEUX NEGRE ET LA MEDAILLE (EDICEF),2500,manuel,Homologué,Tle SES (ALL),
TLE_3762,Langue Française : Langue Et Méthode Au 2nd Cycle (afric’educ),5000,manuel,Homologué,Tle SES (ALL),
TLE_4759,Mathématiques : Majors En Mathématiques (ASVA),3900,manuel,Homologué,Tle SES (ALL),
TLE_9698,Ngum A Jemea. La Foi Inébranlable De Rudolf Dualla Manga Bell (CICD),3000,manuel,Homologué,Tle SES (ALL),
TLE_2824,Philosophie : Majors En Philosophie. Tles SES (ASVA),5000,manuel,Homologué,Tle SES (ALL),
TLE_6067,STANCES ET POEMES SUIVI DE LES EPREUVES (ECLOSION),1900,manuel,Homologué,Tle SES (ALL),
TLE_7040,Sciences Tles Littéraires : L’excellence En Sciences (NMI),4000,manuel,Homologué,Tle SES (ALL),
TLE_8084,Anglais: INTERACTION IN ENGLISH (CAMBRIDGE),5000,manuel,Homologué,Tle SES (ESP),
TLE_3274,De La Médiocrité À L’excellence (CLE),3000,manuel,Homologué,Tle SES (ESP),
TLE_2042,Education À La Citoyenneté : Emergeons En Éducation À La Citoyenneté (MONDOUX),3900,manuel,Homologué,Tle SES (ESP),
TLE_8314,Essai Sur La Problématique Philosophique En Afrique (CLE),1800,manuel,Homologué,Tle SES (ESP),
TLE_533,HISTOIRE Tles (CAMBRIDGE),5000,manuel,Homologué,Tle SES (ESP),
TLE_2700,"Informatique : A La Conquête De L’informatique, Niveau 7 (R. LUSTRAL)",3500,manuel,Homologué,Tle SES (ESP),
TLE_9743,LE VIEUX NEGRE ET LA MEDAILLE (EDICEF),2500,manuel,Homologué,Tle SES (ESP),
TLE_3762,Langue Française : Langue Et Méthode Au 2nd Cycle (afric’educ),5000,manuel,Homologué,Tle SES (ESP),
TLE_4759,Mathématiques : Majors En Mathématiques (ASVA),3900,manuel,Homologué,Tle SES (ESP),
TLE_9698,Ngum A Jemea. La Foi Inébranlable De Rudolf Dualla Manga Bell (CICD),3000,manuel,Homologué,Tle SES (ESP),
TLE_2918,Nueva Didacta Del Espanol V (HABIBI),6000,manuel,Homologué,Tle SES (ESP),
TLE_2824,Philosophie : Majors En Philosophie. Tles SES (ASVA),5000,manuel,Homologué,Tle SES (ESP),
TLE_6067,STANCES ET POEMES SUIVI DE LES EPREUVES (ECLOSION),1900,manuel,Homologué,Tle SES (ESP),
TLE_7040,Sciences Tles Littéraires : L’excellence En Sciences (NMI),4000,manuel,Homologué,Tle SES (ESP),
TLE_8084,Anglais: INTERACTION IN ENGLISH (CAMBRIDGE),5000,manuel,Homologué,Tle SES CHINOIS,
TLE_9229,Chinois : BONJOUR CAMEOUN 4 (d/l),3500,manuel,Homologué,Tle SES CHINOIS,
TLE_3274,De La Médiocrité À L’excellence (CLE),3000,manuel,Homologué,Tle SES CHINOIS,
TLE_2042,Education À La Citoyenneté : Emergeons En Éducation À La Citoyenneté (MONDOUX),3900,manuel,Homologué,Tle SES CHINOIS,
TLE_8314,Essai Sur La Problématique Philosophique En Afrique (CLE),1800,manuel,Homologué,Tle SES CHINOIS,
TLE_5178,Histoire : Histoire Tles,5000,manuel,Homologué,Tle SES CHINOIS,
TLE_9573,"Informatique : A La Conquête De L’informatique, Niveau 7 (R.LUSTRAL)",3500,manuel,Homologué,Tle SES CHINOIS,
TLE_9743,LE VIEUX NEGRE ET LA MEDAILLE (EDICEF),2500,manuel,Homologué,Tle SES CHINOIS,
TLE_3762,Langue Française : Langue Et Méthode Au 2nd Cycle (afric’educ),5000,manuel,Homologué,Tle SES CHINOIS,
TLE_4759,Mathématiques : Majors En Mathématiques (ASVA),3900,manuel,Homologué,Tle SES CHINOIS,
TLE_9698,Ngum A Jemea. La Foi Inébranlable De Rudolf Dualla Manga Bell (CICD),3000,manuel,Homologué,Tle SES CHINOIS,
TLE_2824,Philosophie : Majors En Philosophie. Tles SES (ASVA),5000,manuel,Homologué,Tle SES CHINOIS,
TLE_6067,STANCES ET POEMES SUIVI DE LES EPREUVES (ECLOSION),1900,manuel,Homologué,Tle SES CHINOIS,
TLE_7040,Sciences Tles Littéraires : L’excellence En Sciences (NMI),4000,manuel,Homologué,Tle SES CHINOIS,
TLE_8084,Anglais: INTERACTION IN ENGLISH (CAMBRIDGE),5000,manuel,Homologué,Tle SES ITALIEN,
TLE_3274,De La Médiocrité À L’excellence (CLE),3000,manuel,Homologué,Tle SES ITALIEN,
TLE_2042,Education À La Citoyenneté : Emergeons En Éducation À La Citoyenneté (MONDOUX),3900,manuel,Homologué,Tle SES ITALIEN,
TLE_8314,Essai Sur La Problématique Philosophique En Afrique (CLE),1800,manuel,Homologué,Tle SES ITALIEN,
TLE_533,HISTOIRE Tles (CAMBRIDGE),5000,manuel,Homologué,Tle SES ITALIEN,
TLE_2700,"Informatique : A La Conquête De L’informatique, Niveau 7 (R. LUSTRAL)",3500,manuel,Homologué,Tle SES ITALIEN,
TLE_5338,Italien : PIACERE ! NIVEAU 4/B1 (BERLIN),6000,manuel,Homologué,Tle SES ITALIEN,
TLE_9743,LE VIEUX NEGRE ET LA MEDAILLE (EDICEF),2500,manuel,Homologué,Tle SES ITALIEN,
TLE_3762,Langue Française : Langue Et Méthode Au 2nd Cycle (afric’educ),5000,manuel,Homologué,Tle SES ITALIEN,
TLE_4759,Mathématiques : Majors En Mathématiques (ASVA),3900,manuel,Homologué,Tle SES ITALIEN,
TLE_9698,Ngum A Jemea. La Foi Inébranlable De Rudolf Dualla Manga Bell (CICD),3000,manuel,Homologué,Tle SES ITALIEN,
TLE_2824,Philosophie : Majors En Philosophie. Tles SES (ASVA),5000,manuel,Homologué,Tle SES ITALIEN,
TLE_6067,STANCES ET POEMES SUIVI DE LES EPREUVES (ECLOSION),1900,manuel,Homologué,Tle SES ITALIEN,
TLE_7040,Sciences Tles Littéraires : L’excellence En Sciences (NMI),4000,manuel,Homologué,Tle SES ITALIEN,
NUR_5837,Drawing And Coloring: INNOVATIVE DRAWING AND COLOURING (DESTINY PRINTS),1000,manuel,Homologué,Nursery One,
NUR_8907,Language: LANGUAGE ACTIVITY BOOK NURSERY 1 (ATEMEC),1000,manuel,Homologué,Nursery One,
NUR_4206,Mathematics: ELEMENTARY MATHEMATICS ACTIVITY BOOK 1 (DOVE),1000,manuel,Homologué,Nursery One,
NUR_6050,"Drawing And Coloring: ANUCAM DRAWING AND COLOURING, NURSERY 2 (ANUCAM)",1000,manuel,Homologué,Nursery Two,
NUR_4752,Language: LANGUAGE ACTIVITY BOOK NURSERY 2 (ATEMEC),1000,manuel,Homologué,Nursery Two,
NUR_7963,Mathematics : ELEMENTARY MATHEMATICS ACTIVITY BOOK 2 (DOVE),1000,manuel,Homologué,Nursery Two,
CLA_6216,English: WINNERS IN ENGLISH (NMI Education),1800,manuel,Homologué,CLASS I,
CLA_3256,French : PARLONS FRANÇAIS. LIVRE DE L’ELEVE 1 (COSMOS),1800,manuel,Homologué,CLASS I,
CLA_824,French: WORKBOOK OF FRENCH CLAS 1(COSMOS),1100,manuel,Homologué,CLASS I,
CLA_408,Handwriting : HANDWRITING WORKBOOK CLASS 1 (ATEMEC),1500,manuel,Homologué,CLASS I,
CLA_3987,ICT : WINNERS IN ICT CLASSES 1 AND 2 (NMI EDUCATION),1500,manuel,Homologué,CLASS I,
CLA_9492,Mathematics : INNOVATIVE MATHEMATICS (DESTINY PRINT),1800,manuel,Homologué,CLASS I,
CLA_7886,Mathematics : Workbook Mathematics Of Class (DESTINY Prints),1000,manuel,Homologué,CLASS I,
CLA_1826,SOUNDS AND WORD BUILDING CLASSES 1AND 2(ATEMEC),1500,manuel,Homologué,CLASS I,
CLA_427,Science And Technology: STANDARD SCIENCE AND TECHNOLOGY (BECHACAM),1500,manuel,Homologué,CLASS I,
